BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Princess L. Blanding,3.0,Amelia County,0.20%,Liberation,# EV - Central Absentee Precinct (07),4.0
Write In,2147483647.0,Amelia County,0.05%,Write-In,# EV - Central Absentee Precinct (07),1.0
Glenn A. Youngkin,1.0,Amelia County,0.00%,Republican,# PE - Central Absentee Precinct (07),0.0
Terry R. McAuliffe,2.0,Amelia County,0.00%,Democratic,# PE - Central Absentee Precinct (07),0.0
Princess L. Blanding,3.0,Amelia County,0.00%,Liberation,# PE - Central Absentee Precinct (07),0.0
Write In,2147483647.0,Amelia County,0.00%,Write-In,# PE - Central Absentee Precinct (07),0.0
Glenn A. Youngkin,1.0,Amelia County,0.00%,Republican,## Provisional (07),0.0
Terry R. McAuliffe,2.0,Amelia County,0.00%,Democratic,## Provisional (07),0.0
Princess L. Blanding,3.0,Amelia County,0.00%,Liberation,## Provisional (07),0.0
Write In,2147483647.0,Amelia County,0.00%,Write-In,## Provisional (07),0.0
Glenn A. Youngkin,1.0,Amelia County,81.31%,Republican,101 - NUMBER ONE (07),609.0
Terry R. McAuliffe,2.0,Amelia County,18.56%,Democratic,101 - NUMBER ONE (07),139.0
Princess L. Blanding,3.0,Amelia County,0.13%,Liberation,101 - NUMBER ONE (07),1.0
Write In,2147483647.0,Amelia County,0.00%,Write-In,101 - NUMBER ONE (07),0.0
Glenn A. Youngkin,1.0,Amelia County,78.35%,Republican,201 - NUMBER TWO (07),673.0
Terry R. McAuliffe,2.0,Amelia County,21.54%,Democratic,201 - NUMBER TWO (07),185.0
Princess L. Blanding,3.0,Amelia County,0.12%,Liberation,201 - NUMBER TWO (07),1.0
Write In,2147483647.0,Amelia County,0.00%,Write-In,201 - NUMBER TWO (07),0.0
Glenn A. Youngkin,1.0,Amelia County,81.01%,Republican,301 - NUMBER THREE (07),644.0
Terry R. McAuliffe,2.0,Amelia County,18.36%,Democratic,301 - NUMBER THREE (07),146.0
Princess L. Blanding,3.0,Amelia County,0.63%,Liberation,301 - NUMBER THREE (07),5.0
Write In,2147483647.0,Amelia County,0.00%,Write-In,301 - NUMBER THREE (07),0.0
Glenn A. Youngkin,1.0,Amelia County,82.42%,Republican,401 - NUMBER FOUR (07),586.0
Terry R. McAuliffe,2.0,Amelia County,17.30%,Democratic,401 - NUMBER FOUR (07),123.0
Princess L. Blanding,3.0,Amelia County,0.28%,Liberation,401 - NUMBER FOUR (07),2.0
Write In,2147483647.0,Amelia County,0.00%,Write-In,401 - NUMBER FOUR (07),0.0
Glenn A. Youngkin,1.0,Amelia County,72.68%,Republican,501 - NUMBER FIVE (07),737.0
Terry R. McAuliffe,2.0,Amelia County,26.53%,Democratic,501 - NUMBER FIVE (07),269.0
Princess L. Blanding,3.0,Amelia County,0.69%,Liberation,501 - NUMBER FIVE (07),7.0
Write In,2147483647.0,Amelia County,0.10%,Write-In,501 - NUMBER FIVE (07),1.0
Glenn A. Youngkin,1.0,Amherst County,0.00%,Republican,# AB - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Amherst County,0.00%,Democratic,# AB - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Amherst County,0.00%,Liberation,# AB - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,# AB - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Amherst County,0.00%,Republican,# EV - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Amherst County,0.00%,Democratic,# EV - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Amherst County,0.00%,Liberation,# EV - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,# EV - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Amherst County,0.00%,Republican,# PE - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Amherst County,0.00%,Democratic,# PE - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Amherst County,0.00%,Liberation,# PE - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,# PE - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Amherst County,0.00%,Republican,## Provisional (06),0.0
Terry R. McAuliffe,2.0,Amherst County,0.00%,Democratic,## Provisional (06),0.0
Princess L. Blanding,3.0,Amherst County,0.00%,Liberation,## Provisional (06),0.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,## Provisional (06),0.0
Glenn A. Youngkin,1.0,Amherst County,58.36%,Republican,101 - WRIGHT SHOP (06),391.0
Terry R. McAuliffe,2.0,Amherst County,41.19%,Democratic,101 - WRIGHT SHOP (06),276.0
Princess L. Blanding,3.0,Amherst County,0.45%,Liberation,101 - WRIGHT SHOP (06),3.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,101 - WRIGHT SHOP (06),0.0
Glenn A. Youngkin,1.0,Amherst County,80.19%,Republican,102 - NEW GLASGOW (06),668.0
Terry R. McAuliffe,2.0,Amherst County,19.45%,Democratic,102 - NEW GLASGOW (06),162.0
Princess L. Blanding,3.0,Amherst County,0.36%,Liberation,102 - NEW GLASGOW (06),3.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,102 - NEW GLASGOW (06),0.0
Glenn A. Youngkin,1.0,Amherst County,84.22%,Republican,103 - COOLWELL (06),395.0
Terry R. McAuliffe,2.0,Amherst County,14.93%,Democratic,103 - COOLWELL (06),70.0
Princess L. Blanding,3.0,Amherst County,0.64%,Liberation,103 - COOLWELL (06),3.0
Write In,2147483647.0,Amherst County,0.21%,Write-In,103 - COOLWELL (06),1.0
Glenn A. Youngkin,1.0,Amherst County,70.89%,Republican,201 - COURT HOUSE (06),857.0
Terry R. McAuliffe,2.0,Amherst County,28.45%,Democratic,201 - COURT HOUSE (06),344.0
Princess L. Blanding,3.0,Amherst County,0.66%,Liberation,201 - COURT HOUSE (06),8.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,201 - COURT HOUSE (06),0.0
Glenn A. Youngkin,1.0,Amherst County,82.52%,Republican,202 - TEMPERANCE (06),510.0
Terry R. McAuliffe,2.0,Amherst County,17.31%,Democratic,202 - TEMPERANCE (06),107.0
Princess L. Blanding,3.0,Amherst County,0.16%,Liberation,202 - TEMPERANCE (06),1.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,202 - TEMPERANCE (06),0.0
Glenn A. Youngkin,1.0,Amherst County,0.00%,Republican,301 - MONROE (06),0.0
Terry R. McAuliffe,2.0,Amherst County,0.00%,Democratic,301 - MONROE (06),0.0
Princess L. Blanding,3.0,Amherst County,0.00%,Liberation,301 - MONROE (06),0.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,301 - MONROE (06),0.0
Glenn A. Youngkin,1.0,Amherst County,81.31%,Republican,302 - ELON (06),1231.0
Terry R. McAuliffe,2.0,Amherst County,18.16%,Democratic,302 - ELON (06),275.0
Princess L. Blanding,3.0,Amherst County,0.53%,Liberation,302 - ELON (06),8.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,302 - ELON (06),0.0
Glenn A. Youngkin,1.0,Amherst County,82.43%,Republican,303 - PLEASANT VIEW (06),305.0
Terry R. McAuliffe,2.0,Amherst County,17.03%,Democratic,303 - PLEASANT VIEW (06),63.0
Princess L. Blanding,3.0,Amherst County,0.54%,Liberation,303 - PLEASANT VIEW (06),2.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,303 - PLEASANT VIEW (06),0.0
Glenn A. Youngkin,1.0,Amherst County,76.63%,Republican,401 - AMELON (06),1102.0
Terry R. McAuliffe,2.0,Amherst County,22.74%,Democratic,401 - AMELON (06),327.0
Princess L. Blanding,3.0,Amherst County,0.56%,Liberation,401 - AMELON (06),8.0
Write In,2147483647.0,Amherst County,0.07%,Write-In,401 - AMELON (06),1.0
Glenn A. Youngkin,1.0,Amherst County,79.90%,Republican,402 - LONCO (06),326.0
Terry R. McAuliffe,2.0,Amherst County,19.85%,Democratic,402 - LONCO (06),81.0
Princess L. Blanding,3.0,Amherst County,0.25%,Liberation,402 - LONCO (06),1.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,402 - LONCO (06),0.0
Glenn A. Youngkin,1.0,Amherst County,71.37%,Republican,501 - MADISON (06),1092.0
Terry R. McAuliffe,2.0,Amherst County,28.10%,Democratic,501 - MADISON (06),430.0
Princess L. Blanding,3.0,Amherst County,0.52%,Liberation,501 - MADISON (06),8.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,501 - MADISON (06),0.0
Glenn A. Youngkin,1.0,Appomattox County,0.00%,Republican,# AB - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Appomattox County,0.00%,Democratic,# AB - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Appomattox County,0.00%,Liberation,# AB - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,# AB - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,76.80%,Republican,# EV - Central Absentee Precinct (05),1490.0
Terry R. McAuliffe,2.0,Appomattox County,22.84%,Democratic,# EV - Central Absentee Precinct (05),443.0
Princess L. Blanding,3.0,Appomattox County,0.31%,Liberation,# EV - Central Absentee Precinct (05),6.0
Write In,2147483647.0,Appomattox County,0.05%,Write-In,# EV - Central Absentee Precinct (05),1.0
Glenn A. Youngkin,1.0,Appomattox County,0.00%,Republican,# PE - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Appomattox County,0.00%,Democratic,# PE - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Appomattox County,0.00%,Liberation,# PE - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,# PE - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,0.00%,Republican,## Provisional (05),0.0
Terry R. McAuliffe,2.0,Appomattox County,0.00%,Democratic,## Provisional (05),0.0
Princess L. Blanding,3.0,Appomattox County,0.00%,Liberation,## Provisional (05),0.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,## Provisional (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,87.85%,Republican,101 - VERA (05),347.0
Terry R. McAuliffe,2.0,Appomattox County,11.39%,Democratic,101 - VERA (05),45.0
Princess L. Blanding,3.0,Appomattox County,0.51%,Liberation,101 - VERA (05),2.0
Write In,2147483647.0,Appomattox County,0.25%,Write-In,101 - VERA (05),1.0
Glenn A. Youngkin,1.0,Appomattox County,80.83%,Republican,102 - PAMPLIN (05),544.0
Terry R. McAuliffe,2.0,Appomattox County,19.17%,Democratic,102 - PAMPLIN (05),129.0
Princess L. Blanding,3.0,Appomattox County,0.00%,Liberation,102 - PAMPLIN (05),0.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,102 - PAMPLIN (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,78.16%,Republican,201 - CHAP (05),204.0
Terry R. McAuliffe,2.0,Appomattox County,21.84%,Democratic,201 - CHAP (05),57.0
Princess L. Blanding,3.0,Appomattox County,0.00%,Liberation,201 - CHAP (05),0.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,201 - CHAP (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,91.64%,Republican,202 - SPOUT SPRING (05),789.0
Terry R. McAuliffe,2.0,Appomattox County,7.90%,Democratic,202 - SPOUT SPRING (05),68.0
Princess L. Blanding,3.0,Appomattox County,0.46%,Liberation,202 - SPOUT SPRING (05),4.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,202 - SPOUT SPRING (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,87.37%,Republican,301 - US  460 (05),498.0
Terry R. McAuliffe,2.0,Appomattox County,11.93%,Democratic,301 - US  460 (05),68.0
Princess L. Blanding,3.0,Appomattox County,0.53%,Liberation,301 - US  460 (05),3.0
Write In,2147483647.0,Appomattox County,0.18%,Write-In,301 - US  460 (05),1.0
Glenn A. Youngkin,1.0,Appomattox County,82.54%,Republican,302 - STONEWALL (05),558.0
Terry R. McAuliffe,2.0,Appomattox County,17.31%,Democratic,302 - STONEWALL (05),117.0
Princess L. Blanding,3.0,Appomattox County,0.15%,Liberation,302 - STONEWALL (05),1.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,302 - STONEWALL (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,82.25%,Republican,401 - COURTHOUSE (05),644.0
Terry R. McAuliffe,2.0,Appomattox County,17.50%,Democratic,401 - COURTHOUSE (05),137.0
Princess L. Blanding,3.0,Appomattox County,0.26%,Liberation,401 - COURTHOUSE (05),2.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,401 - COURTHOUSE (05),0.0
Glenn A. Youngkin,1.0,Appomattox County,76.88%,Republican,501 - OAKVILLE (05),562.0
Terry R. McAuliffe,2.0,Appomattox County,22.71%,Democratic,501 - OAKVILLE (05),166.0
Princess L. Blanding,3.0,Appomattox County,0.27%,Liberation,501 - OAKVILLE (05),2.0
Write In,2147483647.0,Appomattox County,0.14%,Write-In,501 - OAKVILLE (05),1.0
Glenn A. Youngkin,1.0,Appomattox County,79.36%,Republican,502 - AGEE (05),223.0
Terry R. McAuliffe,2.0,Appomattox County,20.64%,Democratic,502 - AGEE (05),58.0
Princess L. Blanding,3.0,Appomattox County,0.00%,Liberation,502 - AGEE (05),0.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,502 - AGEE (05),0.0
Glenn A. Youngkin,1.0,Arlington County,12.41%,Republican,# AB - Central Absentee Precinct (08),1637.0
Terry R. McAuliffe,2.0,Arlington County,86.57%,Democratic,# AB - Central Absentee Precinct (08),11419.0
Princess L. Blanding,3.0,Arlington County,0.91%,Liberation,# AB - Central Absentee Precinct (08),120.0
Write In,2147483647.0,Arlington County,0.11%,Write-In,# AB - Central Absentee Precinct (08),14.0
Glenn A. Youngkin,1.0,Arlington County,17.67%,Republican,# EV - Central Absentee Precinct (08),4901.0
Terry R. McAuliffe,2.0,Arlington County,81.87%,Democratic,# EV - Central Absentee Precinct (08),22713.0
Princess L. Blanding,3.0,Arlington County,0.38%,Liberation,# EV - Central Absentee Precinct (08),105.0
Write In,2147483647.0,Arlington County,0.09%,Write-In,# EV - Central Absentee Precinct (08),24.0
Glenn A. Youngkin,1.0,Arlington County,0.00%,Republican,# PE - Central Absentee Precinct (08),0.0
Terry R. McAuliffe,2.0,Arlington County,0.00%,Democratic,# PE - Central Absentee Precinct (08),0.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,# PE - Central Absentee Precinct (08),0.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,# PE - Central Absentee Precinct (08),0.0
Glenn A. Youngkin,1.0,Arlington County,0.00%,Republican,## Provisional (08),0.0
Terry R. McAuliffe,2.0,Arlington County,0.00%,Democratic,## Provisional (08),0.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,## Provisional (08),0.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,## Provisional (08),0.0
Glenn A. Youngkin,1.0,Arlington County,24.43%,Republican,001 - ARLINGTON (08),224.0
Terry R. McAuliffe,2.0,Arlington County,74.37%,Democratic,001 - ARLINGTON (08),682.0
Princess L. Blanding,3.0,Arlington County,0.87%,Liberation,001 - ARLINGTON (08),8.0
Write In,2147483647.0,Arlington County,0.33%,Write-In,001 - ARLINGTON (08),3.0
Glenn A. Youngkin,1.0,Arlington County,0.00%,Republican,002 - ASHTON HEIGHTS (08),0.0
Terry R. McAuliffe,2.0,Arlington County,0.00%,Democratic,002 - ASHTON HEIGHTS (08),0.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,002 - ASHTON HEIGHTS (08),0.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,002 - ASHTON HEIGHTS (08),0.0
Glenn A. Youngkin,1.0,Arlington County,35.26%,Republican,003 - AURORA HILLS (08),268.0
Terry R. McAuliffe,2.0,Arlington County,64.61%,Democratic,003 - AURORA HILLS (08),491.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,003 - AURORA HILLS (08),0.0
Write In,2147483647.0,Arlington County,0.13%,Write-In,003 - AURORA HILLS (08),1.0
Glenn A. Youngkin,1.0,Arlington County,26.63%,Republican,004 - BALLSTON (08),318.0
Terry R. McAuliffe,2.0,Arlington County,72.86%,Democratic,004 - BALLSTON (08),870.0
Princess L. Blanding,3.0,Arlington County,0.42%,Liberation,004 - BALLSTON (08),5.0
Write In,2147483647.0,Arlington County,0.08%,Write-In,004 - BALLSTON (08),1.0
Glenn A. Youngkin,1.0,Arlington County,0.00%,Republican,005 - BARCROFT (08),0.0
Terry R. McAuliffe,2.0,Arlington County,0.00%,Democratic,005 - BARCROFT (08),0.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,005 - BARCROFT (08),0.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,005 - BARCROFT (08),0.0
Glenn A. Youngkin,1.0,Arlington County,29.45%,Republican,006 - CRYSTAL CITY (08),245.0
Terry R. McAuliffe,2.0,Arlington County,69.47%,Democratic,006 - CRYSTAL CITY (08),578.0
Princess L. Blanding,3.0,Arlington County,0.96%,Liberation,006 - CRYSTAL CITY (08),8.0
Write In,2147483647.0,Arlington County,0.12%,Write-In,006 - CRYSTAL CITY (08),1.0
Glenn A. Youngkin,1.0,Arlington County,29.27%,Republican,007 - CHERRYDALE (08),329.0
Terry R. McAuliffe,2.0,Arlington County,69.93%,Democratic,007 - CHERRYDALE (08),786.0
Princess L. Blanding,3.0,Arlington County,0.53%,Liberation,007 - CHERRYDALE (08),6.0
Write In,2147483647.0,Arlington County,0.27%,Write-In,007 - CHERRYDALE (08),3.0
Glenn A. Youngkin,1.0,Arlington County,26.46%,Republican,008 - HUME (08),348.0
Terry R. McAuliffe,2.0,Arlington County,72.32%,Democratic,008 - HUME (08),951.0
Princess L. Blanding,3.0,Arlington County,0.84%,Liberation,008 - HUME (08),11.0
Write In,2147483647.0,Arlington County,0.38%,Write-In,008 - HUME (08),5.0
Glenn A. Youngkin,1.0,Arlington County,26.17%,Republican,009 - COLUMBIA (08),313.0
Terry R. McAuliffe,2.0,Arlington County,72.74%,Democratic,009 - COLUMBIA (08),870.0
Princess L. Blanding,3.0,Arlington County,0.84%,Liberation,009 - COLUMBIA (08),10.0
Write In,2147483647.0,Arlington County,0.25%,Write-In,009 - COLUMBIA (08),3.0
Glenn A. Youngkin,1.0,Arlington County,28.72%,Republican,010 - WILSON (08),299.0
Terry R. McAuliffe,2.0,Arlington County,70.32%,Democratic,010 - WILSON (08),732.0
Princess L. Blanding,3.0,Arlington County,0.86%,Liberation,010 - WILSON (08),9.0
Write In,2147483647.0,Arlington County,0.10%,Write-In,010 - WILSON (08),1.0
Glenn A. Youngkin,1.0,Arlington County,29.21%,Republican,011 - EAST FALLS CHURCH (08),267.0
Terry R. McAuliffe,2.0,Arlington County,70.46%,Democratic,011 - EAST FALLS CHURCH (08),644.0
Princess L. Blanding,3.0,Arlington County,0.33%,Liberation,011 - EAST FALLS CHURCH (08),3.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,011 - EAST FALLS CHURCH (08),0.0
Glenn A. Youngkin,1.0,Arlington County,26.71%,Republican,012 - FAIRLINGTON (08),348.0
Terry R. McAuliffe,2.0,Arlington County,72.45%,Democratic,012 - FAIRLINGTON (08),944.0
Princess L. Blanding,3.0,Arlington County,0.84%,Liberation,012 - FAIRLINGTON (08),11.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,012 - FAIRLINGTON (08),0.0
Glenn A. Youngkin,1.0,Arlington County,28.86%,Republican,013 - GLEN CARLYN (08),230.0
Terry R. McAuliffe,2.0,Arlington County,70.14%,Democratic,013 - GLEN CARLYN (08),559.0
Princess L. Blanding,3.0,Arlington County,0.75%,Liberation,013 - GLEN CARLYN (08),6.0
Write In,2147483647.0,Arlington County,0.25%,Write-In,013 - GLEN CARLYN (08),2.0
Glenn A. Youngkin,1.0,Arlington County,26.53%,Republican,014 - CLARENDON (08),199.0
Terry R. McAuliffe,2.0,Arlington County,72.93%,Democratic,014 - CLARENDON (08),547.0
Princess L. Blanding,3.0,Arlington County,0.53%,Liberation,014 - CLARENDON (08),4.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,014 - CLARENDON (08),0.0
Glenn A. Youngkin,1.0,Arlington County,27.97%,Republican,015 - LYON PARK (08),179.0
Terry R. McAuliffe,2.0,Arlington County,71.25%,Democratic,015 - LYON PARK (08),456.0
Princess L. Blanding,3.0,Arlington County,0.63%,Liberation,015 - LYON PARK (08),4.0
Write In,2147483647.0,Arlington County,0.16%,Write-In,015 - LYON PARK (08),1.0
Glenn A. Youngkin,1.0,Arlington County,29.20%,Republican,016 - LYON VILLAGE (08),304.0
Terry R. McAuliffe,2.0,Arlington County,69.93%,Democratic,016 - LYON VILLAGE (08),728.0
Princess L. Blanding,3.0,Arlington County,0.38%,Liberation,016 - LYON VILLAGE (08),4.0
Write In,2147483647.0,Arlington County,0.48%,Write-In,016 - LYON VILLAGE (08),5.0
Glenn A. Youngkin,1.0,Arlington County,29.76%,Republican,017 - OVERLEE KNOLLS (08),389.0
Terry R. McAuliffe,2.0,Arlington County,69.70%,Democratic,017 - OVERLEE KNOLLS (08),911.0
Princess L. Blanding,3.0,Arlington County,0.15%,Liberation,017 - OVERLEE KNOLLS (08),2.0
Write In,2147483647.0,Arlington County,0.38%,Write-In,017 - OVERLEE KNOLLS (08),5.0
Glenn A. Youngkin,1.0,Arlington County,29.65%,Republican,018 - PARK LANE (08),376.0
Terry R. McAuliffe,2.0,Arlington County,69.32%,Democratic,018 - PARK LANE (08),879.0
Princess L. Blanding,3.0,Arlington County,0.87%,Liberation,018 - PARK LANE (08),11.0
Write In,2147483647.0,Arlington County,0.16%,Write-In,018 - PARK LANE (08),2.0
Glenn A. Youngkin,1.0,Arlington County,0.00%,Republican,019 - ROSSLYN (08),0.0
Terry R. McAuliffe,2.0,Arlington County,0.00%,Democratic,019 - ROSSLYN (08),0.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,019 - ROSSLYN (08),0.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,019 - ROSSLYN (08),0.0
Glenn A. Youngkin,1.0,Arlington County,0.00%,Republican,020 - THRIFTON (08),0.0
Terry R. McAuliffe,2.0,Arlington County,0.00%,Democratic,020 - THRIFTON (08),0.0
Princess L. Blanding,3.0,Arlington County,0.00%,Liberation,020 - THRIFTON (08),0.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,020 - THRIFTON (08),0.0
Glenn A. Youngkin,1.0,Arlington County,28.25%,Republican,021 - VIRGINIA HIGHLANDS (08),178.0
Terry R. McAuliffe,2.0,Arlington County,71.43%,Democratic,021 - VIRGINIA HIGHLANDS (08),450.0
Princess L. Blanding,3.0,Arlington County,0.32%,Liberation,021 - VIRGINIA HIGHLANDS (08),2.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,021 - VIRGINIA HIGHLANDS (08),0.0
Glenn A. Youngkin,1.0,Arlington County,24.98%,Republican,022 - ABINGDON (08),295.0
Terry R. McAuliffe,2.0,Arlington County,73.92%,Democratic,022 - ABINGDON (08),873.0
