BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Jo Jorgensen,3.0,Amherst County,1.61%,Libertarian,101 - WRIGHT SHOP (06),10.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,101 - WRIGHT SHOP (06),0.0
Joseph R. Biden,1.0,Amherst County,17.30%,Democratic,102 - NEW GLASGOW (06),123.0
Donald J. Trump,2.0,Amherst County,81.58%,Republican,102 - NEW GLASGOW (06),580.0
Jo Jorgensen,3.0,Amherst County,1.13%,Libertarian,102 - NEW GLASGOW (06),8.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,102 - NEW GLASGOW (06),0.0
Joseph R. Biden,1.0,Amherst County,15.47%,Democratic,103 - COOLWELL (06),73.0
Donald J. Trump,2.0,Amherst County,80.08%,Republican,103 - COOLWELL (06),378.0
Jo Jorgensen,3.0,Amherst County,3.60%,Libertarian,103 - COOLWELL (06),17.0
Write In,2147483647.0,Amherst County,0.85%,Write-In,103 - COOLWELL (06),4.0
Joseph R. Biden,1.0,Amherst County,24.18%,Democratic,201 - COURT HOUSE (06),213.0
Donald J. Trump,2.0,Amherst County,73.21%,Republican,201 - COURT HOUSE (06),645.0
Jo Jorgensen,3.0,Amherst County,2.27%,Libertarian,201 - COURT HOUSE (06),20.0
Write In,2147483647.0,Amherst County,0.34%,Write-In,201 - COURT HOUSE (06),3.0
Joseph R. Biden,1.0,Amherst County,14.21%,Democratic,202 - TEMPERANCE (06),86.0
Donald J. Trump,2.0,Amherst County,85.12%,Republican,202 - TEMPERANCE (06),515.0
Jo Jorgensen,3.0,Amherst County,0.50%,Libertarian,202 - TEMPERANCE (06),3.0
Write In,2147483647.0,Amherst County,0.17%,Write-In,202 - TEMPERANCE (06),1.0
Joseph R. Biden,1.0,Amherst County,16.95%,Democratic,301 - MONROE (06),89.0
Donald J. Trump,2.0,Amherst County,81.14%,Republican,301 - MONROE (06),426.0
Jo Jorgensen,3.0,Amherst County,1.52%,Libertarian,301 - MONROE (06),8.0
Write In,2147483647.0,Amherst County,0.38%,Write-In,301 - MONROE (06),2.0
Joseph R. Biden,1.0,Amherst County,16.08%,Democratic,302 - ELON (06),209.0
Donald J. Trump,2.0,Amherst County,82.54%,Republican,302 - ELON (06),1073.0
Jo Jorgensen,3.0,Amherst County,1.23%,Libertarian,302 - ELON (06),16.0
Write In,2147483647.0,Amherst County,0.15%,Write-In,302 - ELON (06),2.0
Joseph R. Biden,1.0,Amherst County,17.94%,Democratic,303 - PLEASANT VIEW (06),68.0
Donald J. Trump,2.0,Amherst County,80.47%,Republican,303 - PLEASANT VIEW (06),305.0
Jo Jorgensen,3.0,Amherst County,1.32%,Libertarian,303 - PLEASANT VIEW (06),5.0
Write In,2147483647.0,Amherst County,0.26%,Write-In,303 - PLEASANT VIEW (06),1.0
Joseph R. Biden,1.0,Amherst County,19.70%,Democratic,401 - AMELON (06),252.0
Donald J. Trump,2.0,Amherst County,77.64%,Republican,401 - AMELON (06),993.0
Jo Jorgensen,3.0,Amherst County,2.27%,Libertarian,401 - AMELON (06),29.0
Write In,2147483647.0,Amherst County,0.39%,Write-In,401 - AMELON (06),5.0
Joseph R. Biden,1.0,Amherst County,18.38%,Democratic,402 - LONCO (06),68.0
Donald J. Trump,2.0,Amherst County,79.46%,Republican,402 - LONCO (06),294.0
Jo Jorgensen,3.0,Amherst County,2.16%,Libertarian,402 - LONCO (06),8.0
Write In,2147483647.0,Amherst County,0.00%,Write-In,402 - LONCO (06),0.0
Joseph R. Biden,1.0,Amherst County,23.56%,Democratic,501 - MADISON (06),316.0
Donald J. Trump,2.0,Amherst County,73.01%,Republican,501 - MADISON (06),979.0
Jo Jorgensen,3.0,Amherst County,2.98%,Libertarian,501 - MADISON (06),40.0
Write In,2147483647.0,Amherst County,0.45%,Write-In,501 - MADISON (06),6.0
Joseph R. Biden,1.0,Appomattox County,33.90%,Democratic,# AB - Central Absentee Precinct (05),1565.0
Donald J. Trump,2.0,Appomattox County,64.87%,Republican,# AB - Central Absentee Precinct (05),2995.0
Jo Jorgensen,3.0,Appomattox County,1.02%,Libertarian,# AB - Central Absentee Precinct (05),47.0
Write In,2147483647.0,Appomattox County,0.22%,Write-In,# AB - Central Absentee Precinct (05),10.0
Joseph R. Biden,1.0,Appomattox County,27.27%,Democratic,## Provisional (05),3.0
Donald J. Trump,2.0,Appomattox County,63.64%,Republican,## Provisional (05),7.0
Jo Jorgensen,3.0,Appomattox County,9.09%,Libertarian,## Provisional (05),1.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,## Provisional (05),0.0
Joseph R. Biden,1.0,Appomattox County,12.21%,Democratic,101 - VERA (05),48.0
Donald J. Trump,2.0,Appomattox County,85.75%,Republican,101 - VERA (05),337.0
Jo Jorgensen,3.0,Appomattox County,0.76%,Libertarian,101 - VERA (05),3.0
Write In,2147483647.0,Appomattox County,1.27%,Write-In,101 - VERA (05),5.0
Joseph R. Biden,1.0,Appomattox County,18.97%,Democratic,102 - PAMPLIN (05),122.0
Donald J. Trump,2.0,Appomattox County,79.47%,Republican,102 - PAMPLIN (05),511.0
Jo Jorgensen,3.0,Appomattox County,1.09%,Libertarian,102 - PAMPLIN (05),7.0
Write In,2147483647.0,Appomattox County,0.47%,Write-In,102 - PAMPLIN (05),3.0
Joseph R. Biden,1.0,Appomattox County,34.83%,Democratic,201 - CHAP (05),93.0
Donald J. Trump,2.0,Appomattox County,64.04%,Republican,201 - CHAP (05),171.0
Jo Jorgensen,3.0,Appomattox County,0.75%,Libertarian,201 - CHAP (05),2.0
Write In,2147483647.0,Appomattox County,0.37%,Write-In,201 - CHAP (05),1.0
Joseph R. Biden,1.0,Appomattox County,12.50%,Democratic,202 - SPOUT SPRING (05),90.0
Donald J. Trump,2.0,Appomattox County,85.97%,Republican,202 - SPOUT SPRING (05),619.0
Jo Jorgensen,3.0,Appomattox County,1.39%,Libertarian,202 - SPOUT SPRING (05),10.0
Write In,2147483647.0,Appomattox County,0.14%,Write-In,202 - SPOUT SPRING (05),1.0
Joseph R. Biden,1.0,Appomattox County,13.20%,Democratic,301 - US  460 (05),59.0
Donald J. Trump,2.0,Appomattox County,84.79%,Republican,301 - US  460 (05),379.0
Jo Jorgensen,3.0,Appomattox County,1.57%,Libertarian,301 - US  460 (05),7.0
Write In,2147483647.0,Appomattox County,0.45%,Write-In,301 - US  460 (05),2.0
Joseph R. Biden,1.0,Appomattox County,12.86%,Democratic,302 - STONEWALL (05),75.0
Donald J. Trump,2.0,Appomattox County,86.28%,Republican,302 - STONEWALL (05),503.0
Jo Jorgensen,3.0,Appomattox County,0.51%,Libertarian,302 - STONEWALL (05),3.0
Write In,2147483647.0,Appomattox County,0.34%,Write-In,302 - STONEWALL (05),2.0
Joseph R. Biden,1.0,Appomattox County,22.10%,Democratic,401 - COURTHOUSE (05),141.0
Donald J. Trump,2.0,Appomattox County,73.51%,Republican,401 - COURTHOUSE (05),469.0
Jo Jorgensen,3.0,Appomattox County,4.23%,Libertarian,401 - COURTHOUSE (05),27.0
Write In,2147483647.0,Appomattox County,0.16%,Write-In,401 - COURTHOUSE (05),1.0
Joseph R. Biden,1.0,Appomattox County,22.36%,Democratic,501 - OAKVILLE (05),144.0
Donald J. Trump,2.0,Appomattox County,76.24%,Republican,501 - OAKVILLE (05),491.0
Jo Jorgensen,3.0,Appomattox County,0.78%,Libertarian,501 - OAKVILLE (05),5.0
Write In,2147483647.0,Appomattox County,0.62%,Write-In,501 - OAKVILLE (05),4.0
Joseph R. Biden,1.0,Appomattox County,25.57%,Democratic,502 - AGEE (05),78.0
Donald J. Trump,2.0,Appomattox County,72.13%,Republican,502 - AGEE (05),220.0
Jo Jorgensen,3.0,Appomattox County,2.30%,Libertarian,502 - AGEE (05),7.0
Write In,2147483647.0,Appomattox County,0.00%,Write-In,502 - AGEE (05),0.0
Joseph R. Biden,1.0,Arlington County,85.29%,Democratic,# AB - Central Absentee Precinct (08),91963.0
Donald J. Trump,2.0,Arlington County,12.89%,Republican,# AB - Central Absentee Precinct (08),13899.0
Jo Jorgensen,3.0,Arlington County,1.08%,Libertarian,# AB - Central Absentee Precinct (08),1168.0
Write In,2147483647.0,Arlington County,0.73%,Write-In,# AB - Central Absentee Precinct (08),792.0
Joseph R. Biden,1.0,Arlington County,70.26%,Democratic,## Provisional (08),300.0
Donald J. Trump,2.0,Arlington County,26.46%,Republican,## Provisional (08),113.0
Jo Jorgensen,3.0,Arlington County,1.41%,Libertarian,## Provisional (08),6.0
Write In,2147483647.0,Arlington County,1.87%,Write-In,## Provisional (08),8.0
Joseph R. Biden,1.0,Arlington County,66.19%,Democratic,001 - ARLINGTON (08),372.0
Donald J. Trump,2.0,Arlington County,32.21%,Republican,001 - ARLINGTON (08),181.0
Jo Jorgensen,3.0,Arlington County,1.60%,Libertarian,001 - ARLINGTON (08),9.0
Write In,2147483647.0,Arlington County,0.00%,Write-In,001 - ARLINGTON (08),0.0
Joseph R. Biden,1.0,Arlington County,60.09%,Democratic,002 - ASHTON HEIGHTS (08),265.0
Donald J. Trump,2.0,Arlington County,34.47%,Republican,002 - ASHTON HEIGHTS (08),152.0
Jo Jorgensen,3.0,Arlington County,3.85%,Libertarian,002 - ASHTON HEIGHTS (08),17.0
Write In,2147483647.0,Arlington County,1.59%,Write-In,002 - ASHTON HEIGHTS (08),7.0
Joseph R. Biden,1.0,Arlington County,49.14%,Democratic,003 - AURORA HILLS (08),86.0
Donald J. Trump,2.0,Arlington County,39.43%,Republican,003 - AURORA HILLS (08),69.0
Jo Jorgensen,3.0,Arlington County,8.57%,Libertarian,003 - AURORA HILLS (08),15.0
Write In,2147483647.0,Arlington County,2.86%,Write-In,003 - AURORA HILLS (08),5.0
Joseph R. Biden,1.0,Arlington County,59.19%,Democratic,004 - BALLSTON (08),322.0
Donald J. Trump,2.0,Arlington County,36.03%,Republican,004 - BALLSTON (08),196.0
Jo Jorgensen,3.0,Arlington County,2.76%,Libertarian,004 - BALLSTON (08),15.0
Write In,2147483647.0,Arlington County,2.02%,Write-In,004 - BALLSTON (08),11.0
Joseph R. Biden,1.0,Arlington County,61.32%,Democratic,005 - BARCROFT (08),298.0
Donald J. Trump,2.0,Arlington County,33.95%,Republican,005 - BARCROFT (08),165.0
Jo Jorgensen,3.0,Arlington County,2.06%,Libertarian,005 - BARCROFT (08),10.0
Write In,2147483647.0,Arlington County,2.67%,Write-In,005 - BARCROFT (08),13.0
Joseph R. Biden,1.0,Arlington County,53.67%,Democratic,006 - CRYSTAL CITY (08),168.0
Donald J. Trump,2.0,Arlington County,42.17%,Republican,006 - CRYSTAL CITY (08),132.0
Jo Jorgensen,3.0,Arlington County,2.24%,Libertarian,006 - CRYSTAL CITY (08),7.0
Write In,2147483647.0,Arlington County,1.92%,Write-In,006 - CRYSTAL CITY (08),6.0
Joseph R. Biden,1.0,Arlington County,55.01%,Democratic,007 - CHERRYDALE (08),269.0
Donald J. Trump,2.0,Arlington County,41.72%,Republican,007 - CHERRYDALE (08),204.0
Jo Jorgensen,3.0,Arlington County,2.25%,Libertarian,007 - CHERRYDALE (08),11.0
Write In,2147483647.0,Arlington County,1.02%,Write-In,007 - CHERRYDALE (08),5.0
Joseph R. Biden,1.0,Arlington County,60.41%,Democratic,008 - HUME (08),328.0
Donald J. Trump,2.0,Arlington County,35.17%,Republican,008 - HUME (08),191.0
Jo Jorgensen,3.0,Arlington County,2.58%,Libertarian,008 - HUME (08),14.0
Write In,2147483647.0,Arlington County,1.84%,Write-In,008 - HUME (08),10.0
Joseph R. Biden,1.0,Arlington County,59.43%,Democratic,009 - COLUMBIA (08),252.0
Donald J. Trump,2.0,Arlington County,36.08%,Republican,009 - COLUMBIA (08),153.0
Jo Jorgensen,3.0,Arlington County,2.83%,Libertarian,009 - COLUMBIA (08),12.0
Write In,2147483647.0,Arlington County,1.65%,Write-In,009 - COLUMBIA (08),7.0
Joseph R. Biden,1.0,Arlington County,55.84%,Democratic,010 - WILSON (08),282.0
Donald J. Trump,2.0,Arlington County,40.00%,Republican,010 - WILSON (08),202.0
Jo Jorgensen,3.0,Arlington County,1.98%,Libertarian,010 - WILSON (08),10.0
Write In,2147483647.0,Arlington County,2.18%,Write-In,010 - WILSON (08),11.0
Joseph R. Biden,1.0,Arlington County,47.56%,Democratic,011 - EAST FALLS CHURCH (08),156.0
Donald J. Trump,2.0,Arlington County,48.48%,Republican,011 - EAST FALLS CHURCH (08),159.0
Jo Jorgensen,3.0,Arlington County,1.83%,Libertarian,011 - EAST FALLS CHURCH (08),6.0
Write In,2147483647.0,Arlington County,2.13%,Write-In,011 - EAST FALLS CHURCH (08),7.0
Joseph R. Biden,1.0,Arlington County,55.00%,Democratic,012 - FAIRLINGTON (08),275.0
Donald J. Trump,2.0,Arlington County,38.80%,Republican,012 - FAIRLINGTON (08),194.0
Jo Jorgensen,3.0,Arlington County,4.60%,Libertarian,012 - FAIRLINGTON (08),23.0
Write In,2147483647.0,Arlington County,1.60%,Write-In,012 - FAIRLINGTON (08),8.0
Joseph R. Biden,1.0,Arlington County,56.39%,Democratic,013 - GLEN CARLYN (08),247.0
Donald J. Trump,2.0,Arlington County,40.87%,Republican,013 - GLEN CARLYN (08),179.0
Jo Jorgensen,3.0,Arlington County,1.83%,Libertarian,013 - GLEN CARLYN (08),8.0
Write In,2147483647.0,Arlington County,0.91%,Write-In,013 - GLEN CARLYN (08),4.0
Joseph R. Biden,1.0,Arlington County,56.89%,Democratic,014 - CLARENDON (08),190.0
Donald J. Trump,2.0,Arlington County,37.13%,Republican,014 - CLARENDON (08),124.0
Jo Jorgensen,3.0,Arlington County,3.89%,Libertarian,014 - CLARENDON (08),13.0
Write In,2147483647.0,Arlington County,2.10%,Write-In,014 - CLARENDON (08),7.0
Joseph R. Biden,1.0,Arlington County,63.17%,Democratic,015 - LYON PARK (08),211.0
Donald J. Trump,2.0,Arlington County,33.23%,Republican,015 - LYON PARK (08),111.0
Jo Jorgensen,3.0,Arlington County,2.99%,Libertarian,015 - LYON PARK (08),10.0
Write In,2147483647.0,Arlington County,0.60%,Write-In,015 - LYON PARK (08),2.0
Joseph R. Biden,1.0,Arlington County,59.00%,Democratic,016 - LYON VILLAGE (08),249.0
Donald J. Trump,2.0,Arlington County,34.83%,Republican,016 - LYON VILLAGE (08),147.0
Jo Jorgensen,3.0,Arlington County,2.37%,Libertarian,016 - LYON VILLAGE (08),10.0
Write In,2147483647.0,Arlington County,3.79%,Write-In,016 - LYON VILLAGE (08),16.0
Joseph R. Biden,1.0,Arlington County,49.53%,Democratic,017 - OVERLEE KNOLLS (08),213.0
Donald J. Trump,2.0,Arlington County,44.42%,Republican,017 - OVERLEE KNOLLS (08),191.0
Jo Jorgensen,3.0,Arlington County,1.86%,Libertarian,017 - OVERLEE KNOLLS (08),8.0
Write In,2147483647.0,Arlington County,4.19%,Write-In,017 - OVERLEE KNOLLS (08),18.0
Joseph R. Biden,1.0,Arlington County,51.22%,Democratic,018 - PARK LANE (08),230.0
Donald J. Trump,2.0,Arlington County,42.32%,Republican,018 - PARK LANE (08),190.0
Jo Jorgensen,3.0,Arlington County,4.01%,Libertarian,018 - PARK LANE (08),18.0
Write In,2147483647.0,Arlington County,2.45%,Write-In,018 - PARK LANE (08),11.0
Joseph R. Biden,1.0,Arlington County,54.31%,Democratic,019 - ROSSLYN (08),233.0
Donald J. Trump,2.0,Arlington County,40.09%,Republican,019 - ROSSLYN (08),172.0
Jo Jorgensen,3.0,Arlington County,3.73%,Libertarian,019 - ROSSLYN (08),16.0
Write In,2147483647.0,Arlington County,1.86%,Write-In,019 - ROSSLYN (08),8.0
Joseph R. Biden,1.0,Arlington County,47.28%,Democratic,020 - THRIFTON (08),148.0
Donald J. Trump,2.0,Arlington County,45.69%,Republican,020 - THRIFTON (08),143.0
Jo Jorgensen,3.0,Arlington County,4.47%,Libertarian,020 - THRIFTON (08),14.0
Write In,2147483647.0,Arlington County,2.56%,Write-In,020 - THRIFTON (08),8.0
Joseph R. Biden,1.0,Arlington County,52.35%,Democratic,021 - VIRGINIA HIGHLANDS (08),78.0
Donald J. Trump,2.0,Arlington County,41.61%,Republican,021 - VIRGINIA HIGHLANDS (08),62.0
Jo Jorgensen,3.0,Arlington County,2.68%,Libertarian,021 - VIRGINIA HIGHLANDS (08),4.0
Write In,2147483647.0,Arlington County,3.36%,Write-In,021 - VIRGINIA HIGHLANDS (08),5.0
Joseph R. Biden,1.0,Arlington County,56.45%,Democratic,022 - ABINGDON (08),289.0
Donald J. Trump,2.0,Arlington County,37.50%,Republican,022 - ABINGDON (08),192.0
Jo Jorgensen,3.0,Arlington County,3.71%,Libertarian,022 - ABINGDON (08),19.0
Write In,2147483647.0,Arlington County,2.34%,Write-In,022 - ABINGDON (08),12.0
Joseph R. Biden,1.0,Arlington County,59.18%,Democratic,023 - WESTOVER (08),303.0
Donald J. Trump,2.0,Arlington County,37.50%,Republican,023 - WESTOVER (08),192.0
Jo Jorgensen,3.0,Arlington County,1.95%,Libertarian,023 - WESTOVER (08),10.0
Write In,2147483647.0,Arlington County,1.37%,Write-In,023 - WESTOVER (08),7.0
Joseph R. Biden,1.0,Arlington County,56.95%,Democratic,024 - WOODLAWN (08),254.0
Donald J. Trump,2.0,Arlington County,38.57%,Republican,024 - WOODLAWN (08),172.0
Jo Jorgensen,3.0,Arlington County,2.91%,Libertarian,024 - WOODLAWN (08),13.0
Write In,2147483647.0,Arlington County,1.57%,Write-In,024 - WOODLAWN (08),7.0
Joseph R. Biden,1.0,Arlington County,62.39%,Democratic,025 - ARLINGTON FOREST (08),282.0
Donald J. Trump,2.0,Arlington County,33.63%,Republican,025 - ARLINGTON FOREST (08),152.0
Jo Jorgensen,3.0,Arlington County,2.43%,Libertarian,025 - ARLINGTON FOREST (08),11.0
Write In,2147483647.0,Arlington County,1.55%,Write-In,025 - ARLINGTON FOREST (08),7.0
Joseph R. Biden,1.0,Arlington County,61.24%,Democratic,026 - FILLMORE (08),327.0
Donald J. Trump,2.0,Arlington County,34.27%,Republican,026 - FILLMORE (08),183.0
Jo Jorgensen,3.0,Arlington County,3.56%,Libertarian,026 - FILLMORE (08),19.0
Write In,2147483647.0,Arlington County,0.94%,Write-In,026 - FILLMORE (08),5.0
Joseph R. Biden,1.0,Arlington County,60.58%,Democratic,027 - JEFFERSON (08),272.0
Donald J. Trump,2.0,Arlington County,35.19%,Republican,027 - JEFFERSON (08),158.0
Jo Jorgensen,3.0,Arlington County,2.90%,Libertarian,027 - JEFFERSON (08),13.0
Write In,2147483647.0,Arlington County,1.34%,Write-In,027 - JEFFERSON (08),6.0
Joseph R. Biden,1.0,Arlington County,64.27%,Democratic,028 - WAKEFIELD (08),403.0
Donald J. Trump,2.0,Arlington County,30.78%,Republican,028 - WAKEFIELD (08),193.0
Jo Jorgensen,3.0,Arlington County,3.51%,Libertarian,028 - WAKEFIELD (08),22.0
Write In,2147483647.0,Arlington County,1.44%,Write-In,028 - WAKEFIELD (08),9.0
Joseph R. Biden,1.0,Arlington County,57.53%,Democratic,029 - DOMINION HILLS (08),233.0
Donald J. Trump,2.0,Arlington County,36.54%,Republican,029 - DOMINION HILLS (08),148.0
Jo Jorgensen,3.0,Arlington County,4.69%,Libertarian,029 - DOMINION HILLS (08),19.0
Write In,2147483647.0,Arlington County,1.23%,Write-In,029 - DOMINION HILLS (08),5.0
Joseph R. Biden,1.0,Arlington County,73.19%,Democratic,030 - GLEBE (08),404.0
Donald J. Trump,2.0,Arlington County,24.64%,Republican,030 - GLEBE (08),136.0
Jo Jorgensen,3.0,Arlington County,1.81%,Libertarian,030 - GLEBE (08),10.0
Write In,2147483647.0,Arlington County,0.36%,Write-In,030 - GLEBE (08),2.0
Joseph R. Biden,1.0,Arlington County,59.81%,Democratic,031 - LEXINGTON (08),256.0
Donald J. Trump,2.0,Arlington County,35.98%,Republican,031 - LEXINGTON (08),154.0
Jo Jorgensen,3.0,Arlington County,2.57%,Libertarian,031 - LEXINGTON (08),11.0
Write In,2147483647.0,Arlington County,1.64%,Write-In,031 - LEXINGTON (08),7.0
Joseph R. Biden,1.0,Arlington County,48.57%,Democratic,032 - OAKRIDGE (08),102.0
Donald J. Trump,2.0,Arlington County,45.71%,Republican,032 - OAKRIDGE (08),96.0
Jo Jorgensen,3.0,Arlington County,3.33%,Libertarian,032 - OAKRIDGE (08),7.0
Write In,2147483647.0,Arlington County,2.38%,Write-In,032 - OAKRIDGE (08),5.0
Joseph R. Biden,1.0,Arlington County,44.34%,Democratic,033 - ROCK SPRING (08),184.0
Donald J. Trump,2.0,Arlington County,49.88%,Republican,033 - ROCK SPRING (08),207.0
Jo Jorgensen,3.0,Arlington County,3.61%,Libertarian,033 - ROCK SPRING (08),15.0
Write In,2147483647.0,Arlington County,2.17%,Write-In,033 - ROCK SPRING (08),9.0
Joseph R. Biden,1.0,Arlington County,44.57%,Democratic,034 - YORKTOWN (08),152.0
Donald J. Trump,2.0,Arlington County,50.44%,Republican,034 - YORKTOWN (08),172.0
Jo Jorgensen,3.0,Arlington County,2.93%,Libertarian,034 - YORKTOWN (08),10.0
Write In,2147483647.0,Arlington County,2.05%,Write-In,034 - YORKTOWN (08),7.0
Joseph R. Biden,1.0,Arlington County,36.89%,Democratic,035 - MADISON (08),114.0
Donald J. Trump,2.0,Arlington County,56.96%,Republican,035 - MADISON (08),176.0
Jo Jorgensen,3.0,Arlington County,2.91%,Libertarian,035 - MADISON (08),9.0
Write In,2147483647.0,Arlington County,3.24%,Write-In,035 - MADISON (08),10.0
Joseph R. Biden,1.0,Arlington County,54.77%,Democratic,036 - MARSHALL (08),241.0
Donald J. Trump,2.0,Arlington County,38.18%,Republican,036 - MARSHALL (08),168.0
Jo Jorgensen,3.0,Arlington County,4.77%,Libertarian,036 - MARSHALL (08),21.0
Write In,2147483647.0,Arlington County,2.27%,Write-In,036 - MARSHALL (08),10.0
Joseph R. Biden,1.0,Arlington County,47.11%,Democratic,037 - NOTTINGHAM (08),179.0
Donald J. Trump,2.0,Arlington County,46.84%,Republican,037 - NOTTINGHAM (08),178.0
Jo Jorgensen,3.0,Arlington County,4.21%,Libertarian,037 - NOTTINGHAM (08),16.0
Write In,2147483647.0,Arlington County,1.84%,Write-In,037 - NOTTINGHAM (08),7.0
Joseph R. Biden,1.0,Arlington County,68.87%,Democratic,038 - ARLINGTON VIEW (08),334.0
Donald J. Trump,2.0,Arlington County,27.01%,Republican,038 - ARLINGTON VIEW (08),131.0
Jo Jorgensen,3.0,Arlington County,2.47%,Libertarian,038 - ARLINGTON VIEW (08),12.0
Write In,2147483647.0,Arlington County,1.65%,Write-In,038 - ARLINGTON VIEW (08),8.0
Joseph R. Biden,1.0,Arlington County,52.96%,Democratic,039 - ASHLAWN (08),161.0
Donald J. Trump,2.0,Arlington County,43.09%,Republican,039 - ASHLAWN (08),131.0
Jo Jorgensen,3.0,Arlington County,2.63%,Libertarian,039 - ASHLAWN (08),8.0
Write In,2147483647.0,Arlington County,1.32%,Write-In,039 - ASHLAWN (08),4.0
Joseph R. Biden,1.0,Arlington County,54.53%,Democratic,040 - VIRGINIA SQUARE (08),301.0
Donald J. Trump,2.0,Arlington County,39.67%,Republican,040 - VIRGINIA SQUARE (08),219.0
Jo Jorgensen,3.0,Arlington County,3.80%,Libertarian,040 - VIRGINIA SQUARE (08),21.0
Write In,2147483647.0,Arlington County,1.99%,Write-In,040 - VIRGINIA SQUARE (08),11.0
Joseph R. Biden,1.0,Arlington County,50.00%,Democratic,041 - NAVY LEAGUE (08),132.0
Donald J. Trump,2.0,Arlington County,42.05%,Republican,041 - NAVY LEAGUE (08),111.0
Jo Jorgensen,3.0,Arlington County,4.17%,Libertarian,041 - NAVY LEAGUE (08),11.0
Write In,2147483647.0,Arlington County,3.79%,Write-In,041 - NAVY LEAGUE (08),10.0
Joseph R. Biden,1.0,Arlington County,64.44%,Democratic,042 - SHIRLINGTON (08),261.0
Donald J. Trump,2.0,Arlington County,31.11%,Republican,042 - SHIRLINGTON (08),126.0
Jo Jorgensen,3.0,Arlington County,2.96%,Libertarian,042 - SHIRLINGTON (08),12.0
Write In,2147483647.0,Arlington County,1.48%,Write-In,042 - SHIRLINGTON (08),6.0
